FYE,FYE.1,FYE.2
0.5400388633299753,0.5400388633299753,0.5400388633299753
0.50502860621178,0.50502860621178,0.50502860621178
0.6089368530616434,0.6089368530616434,0.6089368530616434
0.5732434268638036,0.619653085137956,0.6729200072806927
0.5662790680925998,0.6345398087818553,0.7044064110417865
0.5605571290906607,0.6439700313532164,0.7421794539231528
0.5535665666613094,0.6624522796409673,0.7723083367665642
0.5578286248298803,0.6764359510192015,0.8080718571398717
0.5575726474031855,0.6965432999972281,0.8346297138503818
0.5562358519546057,0.7039172478512381,0.869389855239251
0.5672367209593369,0.7180925062657271,0.8968459734912184
0.5777451407935001,0.7310773963702748,0.9300786806572363
0.5794865409799109,0.7485383600230948,0.9460516245174881
0.5913850018449599,0.7595352306415766,0.9768392652642768
0.5964300474209365,0.7818400166028727,1.0074486660179458
0.6058377110699258,0.7884677446387981,1.012753642101623
0.6134734457372439,0.7978618038771998,1.0241931301480496
0.6260883529643342,0.8180863055824129,1.03077524228748
0.6259524116735845,0.8231689896092955,1.0635735767963936
0.6279409547444089,0.8254960352861991,1.0908089875965652
0.6374374496878832,0.8398115164198244,1.0992081306670678
0.6398120633372985,0.8630096835136796,1.1093685784720824
0.6418844646481248,0.8737004841466625,1.1380211082075147
0.6478931428800031,0.8810095363919248,1.1648222227158924
0.6573203722709109,0.8945298880237023,1.1834077532625402
0.6595302690798652,0.9041368731080699,1.198188029887762
0.6568498352370227,0.903951161957838,1.2025273556162732
0.6661830289551098,0.8971965934774533,1.2259952364942586
0.6599251267830982,0.9265571494834309,1.2434835076552464
0.6523919447012856,0.9121258489277106,1.2711360809984922
0.6610750234131018,0.9243201486163162,1.3010541204692225
0.6522411232787476,0.9230941597548596,1.294782493245033
0.6586450484762191,0.9349311283461899,1.333739489516054
0.6688005943702557,0.9317274532449604,1.3403318432279672
