FYE,FYE.1,FYE.2
0.5400388633299753,0.5400388633299753,0.5400388633299753
0.50502860621178,0.50502860621178,0.50502860621178
0.6089368530616434,0.6089368530616434,0.6089368530616434
0.5427565722343598,0.5879661195002782,0.6399097499305091
0.5378449399965137,0.6039072865084121,0.6716325096350273
0.530313615402301,0.6107312537928723,0.7040690776991881
0.5222650188342213,0.6251197559841606,0.7289321627752949
0.5227216212974545,0.6335904775993335,0.7564221568105077
0.5228300655871523,0.6484307378823245,0.7757253515774543
0.5242021187179076,0.6500585494346214,0.7931050836310369
0.5333861670226283,0.6595582460795304,0.813457709308565
0.5341854036227507,0.6662904129563603,0.8407456920433853
0.544366312475161,0.6822297400568307,0.8602115803303382
0.5620614550973118,0.6880986118816362,0.8903306791907455
0.5739702794339833,0.7139824669334076,0.9184865909758213
0.5798049017129457,0.7366495301448579,0.9217033040961009
0.6059695659558956,0.7488412439825738,0.9406593701030951
0.6206305883828208,0.7760414535204501,0.969528785637138
0.6322069770231025,0.798871970958468,1.0062341475412233
0.6538425958303464,0.8052531351613174,1.0420698197398544
0.668634739694846,0.8352448884021131,1.0785572596299255
0.6863775934863008,0.865063993655757,1.0948278862937064
0.706071401603087,0.9064247712249378,1.1256868775389388
0.7348841756969847,0.9326065678666335,1.188144338548469
0.740373418007075,0.9337766211824596,1.20841827875287
0.7305986965127178,0.9380994983742763,1.234670944329903
0.7082546994195068,0.9462497379760246,1.2423644368231206
0.7083262571389293,0.9363632455157134,1.2615023980743367
0.68964780469693,0.9424785571714014,1.2801149643638117
0.7015239656878176,0.9371584032892754,1.3167064748630135
0.7111461124379983,0.9386265459465688,1.3229272127209297
0.7025201887358682,0.9410912497217502,1.3295822973261489
0.6984489205788496,0.9495293219127601,1.3665424222688647
0.7230546263224252,0.9616521879530793,1.365328827030371
