FYE,FYE.1,FYE.2
0,0,0
0,0,0
0,0,0
0.1656,0.1656,0.1656
0.1712881391274865,0.1712881391274865,0.1712881391274865
0.18560000000000001,0.18560000000000001,0.18560000000000001
0.18560000000000001,0.18560000000000001,0.18560000000000001
0.18560000000000004,0.18560000000000004,0.18560000000000004
0.1856,0.1856,0.1856
0.18560000000000001,0.18560000000000001,0.18560000000000001
0.18559999999999996,0.18559999999999996,0.18559999999999996
0.18559999999999996,0.18559999999999996,0.18559999999999996
0.17559999999999998,0.1856,0.1856
0.1556,0.18560000000000004,0.18560000000000004
0.13981768516271587,0.1856,0.1856
0.11415442129067893,0.18560000000000001,0.18560000000000001
0.0072220636347874205,0.18559999999999996,0.18559999999999996
0.00722206363478742,0.18560000000000001,0.18560000000000001
0.0072220636347874205,0.16559999999999997,0.18560000000000001
0.007222063634787419,0.15560000000000002,0.18560000000000001
0.00722206363478742,0.14559999999999998,0.18560000000000001
0.00722206363478742,0.1356,0.18560000000000001
0.007222063634787421,0.1256,0.18560000000000001
0.007222063634787419,0.11559999999999998,0.18560000000000004
0.007222063634787419,0.10559999999999996,0.18560000000000001
0.007222063634787418,0.09559999999999996,0.1856
0.0072220636347874205,0.08559999999999998,0.18560000000000001
0.0072220636347874205,0.07559999999999999,0.18560000000000001
0.00722206363478742,0.06559999999999999,0.1781
0.007222063634787419,0.057708842581357916,0.1756
0.00722206363478742,0.0556,0.1656
0.00722206363478742,0.046235541599861284,0.16126326387203688
0.007222063634787419,0.03767995432681877,0.15560000000000002
0.0072220636347874205,0.024846573417254984,0.14559999999999995
